user_id,items_count
Souloh,13
bootie101,435
CaridoidCombatClaw,215
jiggggulypuff,128
76561198046589980,22
Cheekybreeki,232
kostalotamoney,51
booveniscool,129
76561198141576697,0
76561198054743531,55
76561198112011170,294
76561198082176631,40
76561198083669794,17
76561198043449797,0
76561198048908488,20
76561197966807924,283
76561197966956978,454
76561198052591698,4
76561197970156557,0
76561198072103064,185
eldoro100,171
76561198061909002,0
76561198040901645,31
GirthyNuggets,36
76561198094437143,106
McGanja69,0
DocWho2,50
76561198097339190,154
thefeelswhennogf,47
76561198089936054,38
76561198076617928,0
76561198075528329,29
76561198096863948,46
bosslucek,1352
romenlaw,45
darrenongjk,26
theblublur,288
76561198066106395,25
76561198088847636,19
76561198083146208,85
tianrens,0
beauyeen,22
76561198089549450,10
76561198040657197,26
oxen19,60
76561198071328769,27
76561198069244100,7
botgalx,127
318941651,42
dumbassscout2005,73
76561198089549244,27
76561198055815068,10
tomisdeded,46
76561198245310554,73
76561198012484947,90
zukhulemtho,31
76561198063440009,294
Lobohg-,42
76561198128744844,10
rockit112,47
76561198108286351,54
76561198069814992,40
MrrScrub,0
ViperV,0
76561198033529106,66
76561198078619300,9
76561198067170849,12
76561198044669410,0
nsplayerMusic,182
76561198070986460,24
76561197992103987,0
76561198044806412,13
76561198061713530,0
BovJohn,53
MonsOlympus,402
pabloagecrash,84
iplusplus,0
76561198072623269,37
76561198097769867,61
Bowmore,741
420box,137
76561198088912055,0
76561198040994411,36
76561198084233046,131
737911,198
76561198014613188,0
76561198073787527,249
sjanten22,172
SeLtecK,91
76561198019799479,0
doomnoodles,23
76561198070751854,17
psibracket,111
Bradstuffer,78
76561198048251902,125
bradxsmith,0
Ghost_Project,587
bradenkerr,98
bradlah,0
76561198059589372,64
Brad123ghost,90
76561198042591412,191
pathetichumans,132
Bharek,23
76561198054027725,25
76561198046168702,83
brahhhhcsgomatee,149
76561198164577009,0
brainiac,0
76561198088890688,38
76561198063106018,107
76561198025112938,18
76561198040967028,1
shieldsey,101
hunterchopper,507
76561198062379530,26
76561198068463066,27
HappyGamerX,84
76561198091913831,25
76561198021344824,179
brauley,191
76561198028640914,69
76561198077350205,74
76561198063539698,90
76561198074221489,82
s1mpledaddy123,1
tratandodevolveraljuego,29
76561198081709532,58
Zen2910,28
76561198089527527,54
penis2311,5
76561198079528488,45
76561198033945314,120
justinisvip,30
breadbord,109
76561198085858932,52
76561198078232689,21
76561198073781431,8
76561198021212604,0
76561197994108307,285
stuntsy99,126
76561197990029377,42
76561198029566938,49
Breezy73,57
76561198090726580,12
76561198094997873,174
bamteryomum,130
76561198076460949,45
76561198070069030,0
76561198029286001,0
bo5hen,0
Bren2468,67
brendomate,0
DJslimeballz,15
brilliantbrenny,64
76561198053160651,0
76561198001527745,13
brezz,26
brione_25,0
76561198017712286,6
76561198060404010,21
76561198082012465,52
76561198019622401,18
brianchung20032002,30
brians89,31
76561198167615021,12
solid_205,135
76561198075938729,52
beanoooooo,46
brimmers,32
76561198066113386,0
cywabcoylttdtabistsiaeyclalumb,125
76561198009271851,3
imacatseeulr,57
76561198085327867,65
brittishsnow,297
donlyn,191
76561198071995252,0
bakastrider,362
76561198105449371,24
76561198097627658,20
MyloXylotoMeh,40
maul115,0
76561198006541747,126
Brock106,1017
76561198070272633,12
76561198054489191,33
negrosarcastico,160
76561198079465493,0
76561198066226262,30
JamesBaxterAX,37
76561198039741219,104
76561198041151638,82
thesexyjesus,77
ImBrodzster,115
brofessor1,12
76561198043559993,0
76561198052498696,64
76561198011767160,17
76561198060807694,41
elijahwells,40
76561198073563520,99
76561198086778479,84
dedwick,50
76561198074249881,0
spyo101,52
76561198087108384,11
76561198047232247,76
76561198029955011,93
BronzePumpkin,0
76561198093257831,24
booker-t,74
brookiecooki3,61
76561198175551711,77
brootasaurus,3
76561198055853962,166
76561198011097101,48
76561198093085776,24
76561198072420528,0
76561198007047914,94
76561198044115475,15
76561198076796095,11
BrotherlyBullet,0
76561198034082727,64
76561198121336011,28
76561198045367986,126
76561198045538376,53
76561197993030973,31
coen411,83
brownemaster,173
76561198056620172,15
76561198078391680,13
76561198111977925,32
76561198025805644,169
76561198071028681,50
rockreaper,63
BrttBOT,36
krispinwaaah,0
brucedickso,70
76561198089007454,42
76561198084414792,4
76561198068351441,13
bruceybhoy2,49
brudon,83
Harb0o,42
Respected_Elder,64
76561198053619760,274
76561198083096636,30
66083299,30
brunohadlich,136
76561198088397505,86
76561198072393939,27
76561198077490141,4
java-script,43
76561197974335090,0
BRUTEMILK,161
BruteTartarus66,102
76561198072240413,3
BruxnerWasHere,4
bryantankewa,27
76561198041360174,26
Bryno1997,171
nebuze,437
BrythilionGaming,90
76561197971925776,55
76561198047281427,8
BlockStabFatality,195
76561198089721326,26
TheBstard,0
76561198006206678,74
76561198067127485,81
kiwikurt,37
bubaphex,0
bubb1ez,210
LOLBITCHS,64
76561198008379752,52
76561198058923915,17
bubblegumdude,23
76561198075657638,10
76561198058612424,42
544183980,133
76561198025816026,76
Fiendwithoutaface,70
76561198052658805,106
76561197972145947,24
76561198087017601,159
76561198089861671,19
BuckysButthol,83
76561198059943583,8
76561198085635425,24
budgiesmuggler,73
76561198045481360,42
76561198058550517,116
76561198081891604,78
76561198044706489,56
BuffyMan,63
76561198002972612,2
FreemanSt,18
bugdot,62
bugeejump,0
buggy_die,95
buggy00,148
76561198071252693,46
76561198066100494,0
bugzj,57
Buhmann,66
buizill,32
76561198014504317,0
BUKLAUUUUU,18
0935659130,59
76561198061332254,0
Bulbazor_,69
76561198063085949,62
bulgytuna,77
7656888,0
76561198194887542,0
76561197965494000,110
76561198047308188,68
76561198088340679,58
76561198079384935,16
76561198011497002,115
bullwool,28
dogapp,1581
infinityskye,82
kingbootybrown,197
t-baggin_the_dragon,0
brutusthebumble,109
76561198071075281,101
76561198073862526,170
bumhart,4
76561198027565867,157
76561198072341673,29
bungolow,75
76561198077660216,26
76561198039585509,69
NeverDogTheBoys,33
76561198059631701,107
bunnios,0
JackieMastergames,46
76561198080947343,68
76561198068449774,191
trouble211,62
totesnotahacker,54
Buratii,39
DicksIsMyMiddleName,28
76561198080543893,80
76561198029120957,14
76561198053734175,83
76561198085133982,22
BurningHope,72
Luckless_Romance,230
burningcrawler,69
76561197998288396,42
burnouto,9
burnt-sonic,98
76561198059990504,23
76561198067425198,101
76561198092560110,46
76561198065902503,45
dantheflyingman,121
efaoifhoeifhaoweifhwawe,71
hawky1397,430
76561198041556145,73
lovertan,0
76561198044360421,30
76561198115387222,32
76561198065041890,57
76561198060018537,12
ButteryTyrant,85
Xenomical,179
Scriptdrive,50
76561198045268066,25
76561198068917386,35
76561198084056692,0
homeofbyte,108
buttjuggler,179
princesshussy,4
76561198060829098,36
brett50cal,187
76561198063315572,0
buzdbumblebee,234
76561198097277584,20
76561198069343235,55
76561198039400240,73
BuzzJunker,117
76561198065228325,61
76561198006413809,65
76561198071677972,397
76561198034558418,0
76561198020054096,333
76561198045507259,176
76561198049503316,0
76561198032691504,100
76561198046583854,156
76561198041551333,159
76561198075250516,0
byoso,110
thatrandomUFO,16
76561198084203420,9
76561198122930698,83
jkin-id,21
76561198032665449,78
jackowinsagain,65
justbzaR,32
76561197960811774,30
76561198034470125,7
76561198016869864,86
XvinniboyX,79
ichitanlemon,9
zumpo,72
SirSloth_,86
76561198054693932,82
76561198091456656,9
c0nt4g10n,113
Sandwhichone,0
76561198066060682,0
derds30,68
76561198061730301,33
C1C3R0,83
76561198087237984,22
Gaaaaary,213
76561198034936405,43
76561198076244142,40
caaake,315
caaallum,52
cabbagez,45
76561198018055988,19
76561198035871841,45
76561198080820850,32
76561198023351714,537
Night_Hawk381,0
76561198120814021,47
cabose4prez,55
76561198095223689,14
76561197999886086,0
76561198084758711,27
cacapigeon,95
76561198024490002,0
CachinnationCow,135
76561198060483116,103
76561198073407610,10
76561198065469224,60
cactuswaifu,93
76561198032236500,46
casualcactusgaming,18
76561198118058899,39
goatcheesenuggets,0
76561197996331836,0
76561198086280225,4
Mass_Magicianz,30
Caesar3z,50
keugato123keugato123,31
9NVCV,39
panzerspam,38
caiowulf,1023
Caironater,222
xGiiAnT,25
caiocajoto,55
15934,124
Penguimson,46
cakebrownies,145
cakeyboi,39
76561198079994904,26
76561198002127486,34
76561198093737816,71
76561198049791879,73
76561198071847566,150
grentiie20,30
Calcipher44,185
76561198040834299,105
76561198076481365,73
76561198058892911,176
76561198081403804,73
ca0123,20
Calem8,67
Caliace,102
CaliBurEx_,72
76561198046561011,156
76561198083188799,34
Caliwroth,192
76561198084583496,26
76561198061085183,5
76561198096286009,18
76561198074173621,76
Rodey1,55
callamp,308
ComicalCallan,252
76561198041748053,57
wouldyoukindly96,995
76561198061932282,32
76561198056757136,94
callofmuts-haha,70
CallTripleZero,191
76561198082956364,10
76561198066516574,30
random151,0
76561198048364521,0
Calteck,74
76561198063614790,27
TheLandOfTheCalTheSpy,47
76561198070866168,0
76561198033131355,113
76561198035095772,127
76561198096051825,0
homemrosa,92
76561198066405907,30
76561198058160377,55
76561198021962983,74
cameron_d,282
76561198080287901,0
76561198074621665,81
TMDBONFIRE,54
76561198045310078,57
putaurlplzupsid,0
76561198003171304,49
76561198038264349,93
Langostamotherfucker,9
vacrux,13
campu0999,245
76561198034550366,0
spookyishere,52
76561198089744979,0
76561198089564388,60
76561198046970604,79
76561198054473452,70
76561198079347370,28
76561198089938635,31
76561198064658560,37
76561198080001165,28
76561198058796330,22
canepa98,387
Pingarz,91
76561197988219807,17
cantiep,241
canzoy,151
76561198069858151,4
76561198027757720,3
76561198064142600,79
76561198087978958,64
Spectro189,59
Shihad,681
200px-spy-taunt-laugh,18
capLoqi,21
76561198065450217,96
capopen,43
jordanwech111,69
spotto666,40
76561198063804314,25
76561198069475151,13
76561198033827663,139
dafreakyman,7
levianarch,0
76561198070361113,79
76561198077811662,136
hollykryten,755
76561198070943751,24
76561198084930628,0
CjDoesIntros,77
76561197988958304,124
76561198050620748,55
76561198061498494,2
76561198087461945,7
76561198061256852,169
Captain_Cripz,76
TheCaptainOfCrunch,336
NeroChevalier,252
awesomerz3,20
76561198047260382,233
76561198100266233,15
76561198055187907,50
76561198050771257,53
76561198072457773,38
76561198054761397,61
76561198062813091,191
76561198051879114,31
NautaIis,151
thesimplepepsi,117
76561198042564951,14
Ratchet719,51
captainquickler,41
76561198067978429,47
76561198023403380,279
POOTISINGEVERYTHING,37
76561198000444089,47
76561198067662758,91
ben_the_samich,28
Coolio226,97
76561198097986555,105
76561198101641422,17
CaptainAwesomeSK,127
76561198311969076,0
76561198080218816,3
76561198074346083,49
76561198088157543,43
76561198018599608,138
76561198072298293,159
captaingameful,302
76561198087330199,82
76561198088932660,130
captainneon1,380
76561198064174266,21
76561198088475167,27
76561198158121551,82
appleruler,152
pikachu_69,178
76561198079009167,0
bitzernator,85
76561198067662729,0
76561198081534878,32
76561198045759657,54
76561198071003473,0
76561198062196434,162
76561198044626325,29
od3d,185
Nikita50111,101
76561198068148152,73
JMCaesar,1
76561198046566293,44
BillyDatKid,111
squeshZ,28
grutten,134
76561198038447335,64
carebearsgalore,34
76561198106890962,57
lozaga,0
blazesurge,143
thekingdouchbag,38
laxus,85
76561198005698927,156
carlick,0
76561198058112671,51
carlon01,0
SikZone,0
76561198047312636,20
76561197969938407,90
matrix12384,233
76561198099310155,93
76561198054761450,66
76561198027795425,25
76561198058992116,78
76561198085963716,53
76561198052485823,11
76561198056718228,37
76561198072499264,37
carristhescammer,0
Cawwot,179
idontknowme2,0
76561198081708435,0
76561198068346012,58
CASEY260,79
Caseyvii,176
76561197972024039,0
Thomas66820,265
76561198067554290,121
76561197975112448,43
CastorTroyBaker,169
Castor_E,193
idiotshithead,77
76561198019165859,90
76561198057016141,31
DrunkenMonkeys5,21
Lore_Of_The_Dragons,54
76561198095944786,44
76561198061045044,141
CataclysmPlays,0
catalyst99,186
Aufatha,17
C592,107
CatDaddyXD,61
76561198088635279,94
Chunzenayo,18
76561198092063339,83
cato_,381
76561198078991947,19
76561198058078423,28
caxonos,0
Cats_,195
LegendTom,53
76561198056420811,75
Causation,0
76561198091706211,65
76561198100468942,5
C4V3M4N,144
76561198020673067,39
76561198044535320,167
76561198031668524,43
Cazfs,17
76561198036434198,134
76561198061582371,85
76561198047525835,0
chris98981,0
christianbrutals,83
76561198075234235,0
ghostccamm,51
ccartoon,50
ultrame3,15
76561198057984304,13
REScdihno,88
76561198061460664,58
CI4Z,133
76561198085329154,75
76561198033432863,167
76561198073280815,180
KinGJaxeR,44
76561198091331967,28
ceige,406
darkayon,53
DreamBigFallHardOfficial,0
76561198088994823,20
2688789326887893,73
76561198091013482,53
76561198053216410,78
KurusuElVAC,169
76561198057473651,20
76561198088940678,0
76561198066815622,46
AsianSaltyButter,59
76561198026337578,44
scobles,136
cerealboy,279
Altair_,38
certifiedpeachlicker,503
monkeyboils,53
76561198074498345,86
76561198096540669,45
66655493948,0
76561198064516147,43
ceskimo,34
76561197980311109,0
76561198050399101,17
steamcommunitygg,14
76561198104393302,12
76561198076052575,19
ch0na1171za,0
mtrain3,45
76561198087919722,34
76561198083726930,24
ChaChing,48
76561198002173084,79
chaddybob,48
ashalvin,74
76561198035864627,101
76561197970850037,0
76561198066123689,68
76561197999720010,87
76561198127991492,0
76561198010398687,172
76561198040942877,89
76561197961628243,140
76561198046193884,233
76561198039126599,153
76561198044782789,14
diskodolphin,31
76561198093288601,63
76561198087379866,31
Chamusco,32
chanbog,24
D492,56
channel28,299
ChannelMiner,57
76561198001749982,54
ChaosNova,187
76561198033081805,0
hopeandchaos,311
76561198133995015,0
76561198035921412,20
76561198050117034,0
76561198009171141,0
76561198031574402,0
76561198031590103,0
Chapeleiro777,0
76561198063774429,28
76561198075826544,6
76561198047925748,21
76561198063772753,2
CharaTheHuman,0
76561198048756966,38
chardie420,100
76561198051366433,147
dankmarmes,39
76561198063835924,33
76561198110616392,31
CharlesSwan,86
19210801,51
76561197960453899,34
76561198069841997,54
76561198059230318,108
76561198017140286,18
76561198080804321,3
76561198039118942,34
ItsBae,30
corruptedphoenix,0
76561198064217942,0
76561198088788251,31
charzyy,48
76561198032052459,124
76561198030601352,19
jakeyy123,45
chash132,48
76561198023190085,0
76561198100282394,90
76561198042765234,81
kabumzdcs,43
76561198074196617,78
MewTwocjl,166
47332585890115903727,0
739749287981,38
76561198010336981,259
76561198082934888,25
76561198063527718,8
cheapknucklebuster,63
cheatguy,104
checkm80,42
cowpat666,0
76561198068118209,40
76561198059520982,116
cuhzyzz,72
76561198045638756,39
76561198034292436,157
76561198016680223,16
cindeu,108
76561198082179325,49
cheese13531,26
12110604,16
76561198093774576,128
76561198072529959,0
76561198071462952,0
76561197999052924,0
76561197984166032,103
ahpun,24
callum12345,74
76561198062114643,159
76561198056401947,0
cheesywaffleburger,81
76561198037131531,20
mankeyballbag,81
rich_miso,63
Cheezles,216
76561198070650921,99
PotatoBlazing,76
chris7277,135
JimmaDougs,26
76561198054181145,40
GAHK,48
Jakeyy__,27
76561198071815954,0
finding_dad,22
76561198275817706,5
DARKSOULSPVPPPP,171
76561198071037199,137
rumplee,14
76561198043778247,40
76561198067875891,20
76561198072299766,0
76561198059640748,151
assasssin,77
76561198028947312,51
76561198076166430,15
cheltenham98,67
stickguyfelix,101
chendolrockerz,7
76561198065827553,105
76561198059989388,26
sasssay,143
76561198047515931,149
76561198055937906,82
thatguy596,0
76561198078524860,97
76561198059700574,49
hentaitentaclegangbang,188
chewys,252
76561198068996686,90
76561198094654275,42
76561198010561324,13
76561198099116128,39
76561198066902249,17
megatetsujin28,158
LittleChibiGamer,0
76561198097150329,25
76561198036544686,15
76561198021700114,0
michichristine,14
chicken_profile,55
quoquo1dog,355
76561198090802401,3
76561198062336719,13
76561198076487860,16
76561197961643678,100
ChickenReaper,698
kiddiekid,157
76561198067317078,0
76561198119358777,0
76561198069478667,64
76561198073424543,57
TheInsaneChickenDweeb,6
chickenlaksa,104
76561198076794522,24
76561198063865395,42
chickenslayer22,20
76561198052858682,235
Chickety,51
Prickory,0
chicks,87
BookerShit,0
chicogrande,201
flazep,189
Itschiddy,75
76561198081247881,55
76561198084409316,21
76561198161473759,8
76561198070692004,103
76561197992665367,0
76561198058501269,0
Foddzy,93
76561197970076726,384
76561198060662670,135
2539428377924,106
chiffy22,184
pleumthess,0
76561198047414375,34
genetz,0
chikeninahole,27
76561198069124080,7
TheKievskayaRus,0
JazzaStatic,93
ChiknNuggets,150
Vindicate47,19
OfficiaIChlLi,3
LightWeights,55
76561198070702618,9
chilla1,512
48226746,123
76561198043399187,190
uglybuttfaced,188
76561198014157929,0
76561198158450025,68
76561198026332069,0
76561198064995800,82
76561198084782208,37
76561198082517427,29
76561198065030040,0
ParaChymp,122
76561198044011957,46
76561198043408346,59
chineseman8,96
XxPORNHUBxX,21
76561198041890888,133
76561198097584957,47
76561198054128410,2
Loaded_Juggs,46
chinnaye,26
76561198068431839,76
76561198094253076,46
76561198044720929,25
animereviewguy,6
76561198092457262,46
76561198031443006,47
76561198060758376,101
76561198072057578,39
76561198050912891,55
76561198065987818,127
76561198078385816,5
76561198019051519,16
chiyooo,0
76561198044346263,277
chl01,33
76561198044203764,58
76561198065043152,18
Chocchipfudge,76
76561198070821790,22
76561198097308453,12
76561198136869746,90
RonaldMcDonaldTouchesKids,68
76561198029675856,41
ponywithahat,194
chocoM16,116
76561198060625707,66
ChocoMoogle,0
76561197970995828,0
76561198015909950,57
theMafiaKing,293
76561198066779565,205
sird,0
chokadokada,92
Frostbyte69,78
76561198081688084,14
toroloco10,0
76561198063036360,38
chonnnn,21
76561198066525970,150
yourdadsaslut,16
NickMcGrath,400
76561197969757162,29
3523436346,99
76561198074473980,1
76561198035419243,0
Baybam73,68
76561197976603911,75
Chop159357,116
76561198071178936,344
76561198058555953,192
76561198046273042,23
76561198074831889,41
generationofgames,6
76561197967499482,0
76561198000809636,18
xxironlakxx,42
76561198069602736,0
76561198008901482,454
76561198065838039,0
chris_redfield_hkg,3730
76561198097986972,35
76561198097058965,24
76561198086135793,52
christopher799,0
76561198049376687,43
76561198066264467,13
CaptianToast,87
psyave,174
Chrisothe3rd,21
Christpastor,160
76561198054418488,132
76561198035762535,126
76561198076527609,14
madzit,225
76561198094460843,0
76561198000589926,39
thanatos204,61
Angon,253
76561198074694378,12
xChromazone,139
chromiumboy,50
thiswar1,65
GloryToAllah,64
76561198087795898,27
76561198107968370,4
76561198012604792,88
76561198064933096,29
FatalPoint,0
76561198087101925,54
chubbyninja5,126
7mate,56
allaboutthatchuckbass,162
76561198082002082,83
CMSO,98
netto5,125
76561198067008648,0
76561198075370341,31
ruzzzlO_o,95
chuecola,8
76561198006809085,33
76561198105556489,21
76561198122932546,12
76561198077248859,48
ninjamellon,30
76561198043109268,0
76561198062084364,4
spaceistime,192
76561197961118969,78
76561198071192889,0
76561198020094473,40
76561197994573165,0
76561198047515925,0
ehrrhanwjr12,0
churai,569
76561198058865870,41
76561198045735974,0
chyeazz,55
johnhoward101,225
funkymeme,156
76561198069460570,13
76561198086606934,14
76561197981872729,28
Cignatius,0
Cinderella-man,138
76561198040869262,200
76561198072929556,131
circleflavor,294
76561198082936942,36
slime4lime,94
GTAadam,0
Gab2468,92
76561198049279243,0
76561198035692819,0
76561198072896899,29
citrusapple,0
6545_Sniffler,49
CSGO4lyf,94
76561198046389954,0
76561197971401137,69
76561198064335147,2
76561198068177705,33
Civilised_Dolphin,68
76561198047796818,61
crausic,35
cja2008,0
cj5293,123
pipekissXD,61
CJScully,89
vaccon,174
76561198054585767,51
76561198023711524,46
rtncko,432
76561198067229789,0
76561198257928634,2
76561198094055339,37
76561198006742595,244
76561198080221891,0
jh13mvp,23
theboyscanthandleit,316
InsightTD,59
76561198051079489,13
76561198077456763,31
76561198075920681,52
recognise,131
76561198056970829,85
76561198010867425,49
CresentWind,64
tracks266,145
76561198026190607,75
LockyBalboa,136
76561198068637129,205
76561198047049471,18
76561198095329015,9
76561198067047321,0
76561198095743124,10
claulau,0
76561198069120319,49
spamgms,49
76561198070439611,82
roitethere,86
76561198054786904,20
Clearspec11,92
victormy_zaryfield,75
psmaneiro,83
CLEDIS,48
RipSkinerinos,96
clemboy500,425
76561198040469947,288
ceffly,73
76561198041191938,0
clicheofdestiny,484
korol000,36
thejl2,0
76561198043417599,48
weaselthing,569
76561198074902809,174
MistorClinky,83
76561198063119247,147
76561198081002622,13
76561198052794990,172
76561198069920673,27
76561198088844840,125
76561197967247920,0
76561198065068851,12
76561198045413786,11
fieryclockwork,233
76561198051830122,28
ClockworkLunatic,180
preps427,17
pwnddumass,88
76561198067191564,194
76561198031692988,170
76561197996866650,0
Jackaas21,124
76561198047237949,200
76561198046091872,12
Cloudarrahea,26
Pure_Imagination,74
76561198094652307,81
76561198052398041,78
76561198055243746,30
76561198067472203,0
cloudycloudydays,18
ClodusTay,4
76561198061797422,104
jangMVP,27
76561198064116676,0
76561198063161083,46
c1u,721
76561197995167991,250
76561198050629816,53
76561198046022115,148
cluedo100,88
76561198045931589,0
76561198069753166,200
76561198071176877,229
76561198087562023,15
76561198082567207,163
76561197977853310,15
76561198081965359,35
CNAFE2364,360
CNraympetic,36
76561198089683053,9
76561198018870271,0
76561198070733041,17
BUMBERCARS,68
76561198077430117,10
76561198065157784,47
76561198067368419,46
76561198068606379,276
S3xyDinosaur,0
real1ty1,96
76561198098702239,136
76561198075791866,0
76561198060769921,51
Liamthomassharland,20
76561198034708226,93
awesome1570,48
CockInCider,1066
76561198101767028,0
76561198056188895,28
76561198091710192,34
illogik01,248
notcoralee,111
cococrzy,53
76561198017747531,0
Aurthuras,69
76561198007570632,0
CoconutParty,303
tailchaser,0
codytomisic,20
darkn64,405
x-code-x,70
76561198083156238,41
76561197963977595,89
rj93,0
rudetube,147
codes_11,39
76561198052516588,70
mickylolz12,293
get_wr3cked,29
76561198027555735,0
Nigletts-R-Us,119
76561198254230499,33
76561198060929389,148
lellolshit,17
76561197992974738,0
claE3ton,32
76561198045369692,90
76561198090206489,0
76561198019053169,248
76561198056482812,98
strongice1,0
CoiL_,188
wroijIJWoeirjio,18
76561198037265279,3
UiUCKU,18
76561198066465073,33
76561198043914618,79
AdmiralNikalov,70
76561198048936226,6
76561198041883863,77
76561197982203533,133
76561198028761438,91
76561198069561067,154
76561198081510055,21
76561198049609745,21
76561198059701847,9
1234321115,46
666slayerr666,133
76561198097874462,56
76561198049603541,40
76561198064888365,31
SmellyVirus,33
flashpunk,89
76561198069495135,17
colocol10,0
76561198069796860,34
76561197993598977,26
fabiopa,29
76561197983742771,0
76561198044885418,45
comando1026,41
76561198097550978,23
CombatrifleX,39
76561198086296525,4
combjelly,222
ComDotski,81
Kev1234567,60
76561198089131119,7
dongust,0
76561198012654226,118
Dialws,11
76561198063639310,14
76561198009435652,171
76561198054970463,147
76561198047361951,172
Cmdr_Hoosky,140
commanderjao,105
AdvancedUnit,87
SoleSaliva,137
76561198011705037,200
76561198054837730,0
commanderliam94,128
76561198045733368,98
76561198124114574,13
l0rd_zedd,11
rozashelz,175
76561198058904881,134
BestFullForwardAU,0
76561198073248830,13
76561198046928644,84
76561198122867779,104
76561198042849684,9
76561198045683238,22
Compleatrozzer,63
LitteraeBoone,156
76561198071695696,122
76561198069411847,65
76561198072733299,179
76561197969044358,0
dropitwhenitshot,261
weoweoman,209
76561198091810178,96
peptides,84
Condensedmilkz,8
76561198052918908,102
76561198044731501,75
Dragonero,111
ConeJonnathan,815
76561198082776903,20
76561198010399847,85
76561197967405398,0
76561198053970844,16
76561198073808757,107
76561198045436944,24
76561198038488949,241
76561198075451664,58
mydion,42
connectapod,138
76561198042022376,155
76561198040410124,30
ctiyboy,81
76561198067764491,94
iamccd,643
76561198007860684,112
76561198097764470,33
whatreyouevendoing,0
the_prototype193,46
76561198166836547,44
4_5C12U13,127
76561198008063702,98
Conspicuouss,49
76561197988769914,76
constantine1,279
76561198028433786,63
roycej1,67
76561198040566460,124
76561198054407528,52
76561198072262524,76
76561198025911915,34
76561198091275589,4
76561198077646251,45
76561198077820914,0
76561198042772033,24
sargentopimienta,11
76561198061691718,47
CookedTuna,196
76561198071504600,19
76561198082101754,65
imdafkingcookie,7
76561198015118581,67
coolguy57563,45
76561198061139537,53
76561198071197977,9
420slender,32
76561198079265127,8
76561197995023067,62
dagingermenace,31
76561198020840143,0
76561198059243134,65
TheArcticFox,221
76561197978421438,197
76561198076246541,0
76561197966713982,44
76561198016212878,34
tomdabomb115,30
76561198073039208,0
76561198054484032,38
coolbroo,21
Rattyson,60
cooldbzsaiyan,116
coolderaj,515
76561198079211507,56
76561198037396227,105
iamjewishandpoorsogivememoney,106
cooliecan,60
76561198120984700,15
76561198047246033,12
coolman1342,1160
76561198141118316,34
76561198043462848,6
76561198063361762,149
coolq,73
coolsaurus1,196
pathosis,191
76561198185657175,22
76561198094854826,4
76561198065827093,146
degradycoon,8
76561198055685210,31
76561198066849515,0
secretlegoguy7,16
coopZ_official,54
76561198088218608,46
76561198052786474,62
ashnike,17
76561198080454250,52
76561198061786819,0
76561198023843779,12
76561198081372116,0
vacyting,23
76561198091833012,106
coreyaus,120
76561198081714539,13
tastydUck,215
blackmage321,32
thuggish_metal,35
TheFgtintwn,0
76561198065283566,226
dillninezero,181
76561198088000520,36
76561198086731630,29
76561198038906887,22
legendaneo,142
Hydroflame564,52
76561198039705253,7
corrza,313
CorsairCrossley,23
ninjamonkey901,46
76561198062450095,75
76561198056239313,28
wooownoluck,53
76561198088094909,0
76561198098269353,0
76561198078975876,65
KeepCalmAndPlayDota2,67
76561198026008283,58
76561198079373982,77
76561198023351066,116
76561198056102052,104
76561198093317828,55
76561198073915454,26
76561198089668342,61
cosmosking,22
76561198037475871,33
remembermeforcenturies,0
peachicals,31
76561198023972627,49
76561197978544403,330
76561198025664908,128
76561197976562688,0
76561198069644041,59
76561198089604858,77
76561197960467275,214
76561198051573370,18
76561198042053904,37
Assyran,45
AustralianHopper,19
goodjobyoufoundmyaccount,0
76561198050936392,113
cowdogfishcat,8
CowOnWeed,118
ANUUCHEEKIBREEKIUVDAMKI,125
76561198073720640,0
CoxinhadaTina,47
76561198026818662,0
KyrSpeedy,49
Coycat,103
76561198030873519,17
76561198072436582,149
cozzakill,39
Cozzi,51
76561198092247536,21
chuma244,30
Cyber_Z0,58
76561198015281245,0
76561197970657488,118
76561198090542837,34
76561198057130438,29
CaVeMaN2112,271
76561198061065141,80
CptDeadfire,97
76561198068913152,1
76561198059789255,179
Jc447,64
76561198185380522,13
76561198047521129,158
76561198093269548,59
crackjiver,93
Crackleking76,210
121478,129
150010792,113
Crailik,68
crappycrap,118
_Wings_,0
76561198025475753,76
76561198099510144,2
Crashersupreme,24
76561198054523123,4
crayfishh,116
jonahvansluijs,22
homieknight99,44
76561198040345799,73
CrazedGamingSteam,27
crazefighteryt,27
76561198087264465,0
1a1u14,76
76561198033928968,0
Crazy_Connor,113
76561198091733633,46
crazybread,34
76561198052095168,16
Evan950,75
76561198101738657,79
76561198066348888,50
iliakitmail,83
76561198037124068,0
crazyshadowfax23,28
76561198075967957,2
76561198005773926,27
76561198071264421,0
76561197967915075,104
crcorrigan,134
Tulen4k123,62
76561198052845429,57
savio23q,180
ourlordgaben,214
76561198061905144,60
Creeds1996,114
76561197996262501,148
76561197976736407,27
76561198046502129,76
76561198020217926,51
76561198136220015,71
76561198026849428,0
crevatian,73
karaty002,154
cricantrail,12
ketameme,2
crimsafe,59
ROTJblackjesus,194
76561198093838050,106
76561198071110218,37
76561198017130830,96
76561198043797361,96
76561198042333692,128
76561197971994126,154
megaswerve,77
76561198069821673,137
76561198073897919,38
datsenpaiguy,14
jopopo,43
crisanevie,54
76561198068989977,10
76561198078052595,0
76561198226946500,29
