user_id,item_id,recommend,row_index,sentiment_analysis
jackthesexybeast,252490,True,5327,1
jackthesexybeast,391540,True,5327,1
jackthesexybeast,47890,True,5327,2
jackthesexybeast,319510,True,5327,1
jackthesexybeast,207610,True,5327,1
Jacab,242760,True,5328,0
Jacab,28050,True,5328,2
Jacab,220,True,5328,2
Jacab,35450,True,5328,1
Jacab,570,True,5328,1
Jacab,440,True,5328,0
iTzJaCe,363970,False,5329,1
jackparris,202970,True,5330,1
76561198093814775,730,True,5331,1
76561198034310657,337850,True,5332,2
76561198034310657,311210,False,5332,0
tdog486,57690,True,5333,1
tdog486,222730,True,5333,1
tdog486,34330,True,5333,2
tdog486,48700,True,5333,2
tdog486,550,True,5333,2
tdog486,10500,True,5333,2
tdog486,271590,False,5333,1
JackalOfLight,218620,True,5334,1
JackalOfLight,10090,True,5334,2
76561198048944049,211820,False,5335,1
76561198048944049,330830,True,5335,1
76561198048944049,233250,False,5335,0
jacket105,219150,True,5336,2
jacket105,105600,True,5336,2
jackmcfox,391040,True,5337,1
saltymotherfucker,271590,False,5338,1
saltymotherfucker,377160,True,5338,2
saltymotherfucker,252490,True,5338,2
saltymotherfucker,437220,True,5338,1
saltymotherfucker,4000,True,5338,1
mynameisjacko,346110,True,5339,1
mynameisjacko,311210,True,5339,0
jacko_lewie,620,True,5340,1
jacko_lewie,212680,True,5340,1
Pigler,253710,False,5341,1
Pigler,317360,True,5341,1
bobofofo,236390,True,5342,1
bobofofo,242760,True,5342,0
bobofofo,300,True,5342,1
bobofofo,363970,True,5342,1
bobofofo,417860,True,5342,2
bobofofo,304930,True,5342,1
Jaegerix,105600,True,5343,1
Jaegerix,730,True,5343,2
Jaegerix,4000,True,5343,1
jafoolie,261570,True,5344,1
76561198009729086,251060,True,5345,1
Kichia,730,True,5346,2
Kichia,107410,True,5346,2
Kichia,218620,True,5346,1
Kichia,251570,True,5346,2
jahosaOCE,440,True,5347,1
jaico99rules,9160,True,5348,1
jaico99rules,202970,True,5348,1
jaico99rules,252490,True,5348,1
archsniper9,570,True,5349,1
archsniper9,310031,True,5349,1
archsniper9,236390,True,5349,1
archsniper9,1520,True,5349,1
archsniper9,25890,True,5349,2
archsniper9,34030,True,5349,1
Jak_L,40800,True,5350,1
76561198077735144,230410,True,5351,1
169420666,301520,True,5352,2
JakaDaka,264710,True,5353,1
jaeek,730,False,5354,1
jaeek,242680,True,5354,2
jaeek,274170,True,5354,1
jaeek,440,False,5354,1
jaeek,218620,False,5354,2
jaeek,332800,False,5354,1
jaeek,211820,True,5354,1
jaeek,237110,True,5354,1
JakKnifez,206420,True,5355,1
JakKnifez,105600,True,5355,2
Spoongegarred,730,True,5356,1
Spoongegarred,304930,True,5356,0
Jakobey,32370,True,5357,1
Jakobey,221100,True,5357,1
Jakobey,208090,True,5357,1
aywotchadoin,730,True,5358,1
76561198149938292,440,True,5359,1
JambiGaming,254700,True,5360,1
76561198036657265,360950,True,5361,1
76561198036657265,512630,False,5361,2
76561198036657265,450390,True,5361,2
76561198036657265,239140,True,5361,2
freerunners,92800,True,5362,2
james815,225540,True,5363,2
Bigzy,730,True,5364,1
Bigzy,10,True,5364,2
Bigzy,222880,False,5364,1
Bigzy,240,True,5364,2
76561198064549825,496920,True,5365,1
JamesTB,730,True,5366,2
JamesTB,33930,True,5366,2
JamesTB,252490,True,5366,2
JamesTB,304930,False,5366,1
JamesTB,314660,True,5366,1
76561198027305355,207140,True,5367,1
76561198027305355,252950,True,5367,1
76561198027305355,339800,True,5367,2
76561198027305355,204372,True,5367,1
76561198077361630,8870,True,5368,1
JAMIEX1988,271590,True,5369,1
JAMIEX1988,41070,True,5369,0
Pootis_Mann,405640,True,5370,1
76561198034070122,311210,False,5371,1
76561198034070122,287700,True,5371,2
76561198034070122,252490,True,5371,2
76561198034070122,346110,True,5371,0
japologamingYT,730,True,5372,1
76561198057834414,220200,True,5373,2
76561198075115457,224540,True,5374,1
quaz4,15390,True,5375,1
quaz4,107100,True,5375,1
76561198066916388,360950,True,5376,1
nealsavage,57600,True,5377,2
nealsavage,278910,True,5377,2
nealsavage,8980,True,5377,1
nealsavage,208580,True,5377,2
nealsavage,285050,True,5377,2
nealsavage,254080,False,5377,1
nealsavage,285310,False,5377,1
nealsavage,15320,False,5377,1
nealsavage,250460,True,5377,2
jarradmcj,4000,True,5378,0
jarradmcj,380,True,5378,1
jarradmcj,39670,True,5378,1
kantbigdick,250760,True,5379,1
kantbigdick,241600,True,5379,2
76561198079223196,105600,True,5380,2
jeremy07,243870,False,5381,1
jashlas,275850,True,5382,2
76561198045683118,218620,True,5383,1
Jasontermi,730,True,5384,1
javuri61,423880,True,5385,1
76561198060542368,246700,True,5386,2
76561198060542368,265930,True,5386,0
76561198024559706,373420,True,5387,1
76561198024559706,268500,True,5387,1
76561198024559706,433080,True,5387,2
76561198024559706,433090,True,5387,1
76561198024559706,204360,True,5387,1
k_v1,8870,True,5388,1
76561198080717002,331500,True,5389,0
76561198080717002,105600,True,5389,2
76561198080717002,4000,True,5389,1
76561198093465448,244850,True,5390,2
SlaydenL,107410,True,5391,1
SlaydenL,4000,True,5391,1
FoliquaMartinez,51100,True,5392,0
FoliquaMartinez,201790,True,5392,1
FoliquaMartinez,49520,True,5392,2
FoliquaMartinez,207610,True,5392,1
Bandos_is_sexy,242920,True,5393,1
76561198117068101,209650,True,5395,1
76561198027254626,231430,True,5396,1
76561198027254626,287700,True,5396,1
76561198085109035,307880,False,5397,0
76561198041547166,356670,True,5398,1
76561198041547166,4000,True,5398,1
nomorememesforsale,302830,False,5399,2
nomorememesforsale,238430,True,5399,1
76561198049192579,326220,False,5400,1
JDubb153,275850,False,5401,0
76561198046067001,48700,True,5402,1
76561198085808870,306830,False,5403,1
GeneralPinkie,246620,True,5404,1
GeneralPinkie,410320,True,5404,1
76561198075863151,252490,True,5405,0
76561198075863151,8930,True,5405,1
Jeffvadere,264710,True,5406,2
Jeffvadere,360740,True,5406,1
76561198068301819,730,True,5407,1
GeometryWarsFTW,310790,True,5408,2
GeometryWarsFTW,6000,True,5408,2
GeometryWarsFTW,730,True,5408,2
GeometryWarsFTW,8400,True,5408,1
Jemeriquai,42910,True,5409,1
Jemeriquai,224480,True,5409,0
76561197966587792,2200,True,5410,2
SunnyBirdie,440,True,5411,2
xximfatxx,211500,True,5412,2
xximfatxx,730,True,5412,1
xximfatxx,271290,True,5412,2
cyberjepp,220,True,5413,1
cyberjepp,224260,True,5413,1
cyberjepp,96100,True,5413,1
cyberjepp,384000,True,5413,2
cyberjepp,218060,True,5413,1
cyberjepp,208650,True,5413,1
cyberjepp,319740,True,5413,1
Jeremyrab,440,True,5414,1
Jeremyrab,346010,True,5414,1
vckx2,221910,True,5415,1
76561198039327637,204300,True,5416,2
76561198059493271,305070,True,5417,1
76561198059493271,265750,True,5417,2
dontgetmemed,42910,True,5418,1
dontgetmemed,324810,True,5418,1
dontgetmemed,377160,True,5418,1
dontgetmemed,224760,True,5418,1
Jestou,211820,True,5419,2
Jestou,42910,True,5419,2
76561198097172610,514520,True,5420,1
76561198097172610,498580,True,5420,2
76561198097172610,440,True,5420,1
jett1234,42700,True,5421,2
jett1234,730,True,5421,1
jett1234,287700,False,5421,1
jett1234,218620,True,5421,1
jett1234,4920,True,5421,2
jett1234,240,False,5421,1
jett1234,209270,True,5421,1
jett1234,312990,True,5421,2
jett1234,1250,True,5421,1
76561198084577659,346010,True,5422,0
ERROR_LOADING_USER,570,True,5423,1
ERROR_LOADING_USER,252490,False,5423,0
76561198074791637,730,True,5424,1
76561198074791637,4000,True,5424,1
76561198074791637,241540,False,5424,0
76561198074791637,250400,True,5424,1
EpicPortal,233250,True,5425,1
EpicPortal,218230,True,5425,2
EpicPortal,8930,True,5425,2
76561198131023713,233250,True,5426,1
76561198059641230,282900,True,5427,1
76561198059641230,4000,True,5427,2
yougotblehed,8190,True,5428,2
yougotblehed,204360,True,5428,1
yougotblehed,12900,True,5428,2
yougotblehed,620,True,5428,2
yougotblehed,1510,True,5428,1
yougotblehed,440,True,5428,1
andramahesh13,438490,True,5429,2
andramahesh13,333930,False,5429,1
andramahesh13,304050,True,5429,1
jikarta,235540,True,5430,1
jikarta,104900,True,5430,1
jimbrisbane,301640,False,5431,2
jimbrisbane,304030,True,5431,1
Lunaii,213670,True,5432,1
Lunaii,224480,True,5432,1
Lunaii,413150,True,5432,1
Lunaii,42700,True,5432,1
Lunaii,311210,False,5432,1
Lunaii,8870,True,5432,2
Lunaii,319510,False,5432,1
Lunaii,376870,True,5432,1
76561198018520620,265930,True,5433,1
76561198018520620,218620,True,5433,2
01189958889189157253,244850,True,5434,1
01189958889189157253,242760,True,5434,1
01189958889189157253,4000,True,5434,1
01189958889189157253,252490,True,5434,1
01189958889189157253,477160,False,5434,1
01189958889189157253,297130,True,5434,0
76561197998681137,22330,True,5435,0
76561197998681137,24960,True,5435,0
76561197998681137,236090,True,5435,2
somefaggotalreadytookjimmy,233250,False,5436,1
somefaggotalreadytookjimmy,252490,True,5436,1
somefaggotalreadytookjimmy,570,True,5436,0
76561198043130826,35450,True,5437,1
76561198043130826,15300,True,5437,1
76561198043130826,242860,True,5437,1
76561198043130826,227940,True,5437,1
76561198043130826,25890,True,5437,1
76561198043130826,311210,True,5437,1
76561198043130826,221100,True,5437,1
76561198043130826,570,False,5437,2
76561198043130826,233150,True,5437,2
76561198043130826,202970,False,5437,1
oldmanjingles,8870,True,5438,2
dafishmonger,241560,True,5439,2
jistar99,105600,True,5440,2
jistar99,440,True,5440,2
jistar99,216150,True,5440,2
irschington,280740,True,5441,2
jj44556,232810,False,5442,1
jj44556,48700,True,5442,2
jj44556,8930,True,5442,1
76561198078987534,227940,True,5443,1
76561198078987534,236390,True,5443,2
joshmacman,4000,True,5444,2
joshmacman,440,True,5444,2
76561198031967258,219640,False,5445,0
76561197983745201,319630,True,5446,1
76561197983745201,4000,True,5446,2
76561197983745201,104900,True,5446,1
76561197983745201,204300,False,5446,1
76561197983745201,17520,True,5446,1
76561197983745201,317360,True,5446,2
qjoshz,730,True,5447,1
76561197971933349,389570,True,5448,1
76561197971933349,319510,True,5448,1
JoboSkull,233610,True,5449,1
shaneomaniac,440,True,5450,2
76561198024997743,50300,True,5451,1
76561198024997743,422970,True,5451,1
76561198024997743,34330,True,5451,0
76561198064325200,299460,True,5452,2
guvnanixon,434570,True,5453,1
guvnanixon,334040,False,5453,2
guvnanixon,234140,True,5453,0
Joebert_,208650,True,5454,1
Joebert_,238320,True,5454,1
Joebert_,209080,True,5454,2
76561198093266099,239030,True,5455,1
76561198093266099,550,True,5455,2
76561198093266099,34900,False,5455,0
76561198093266099,4000,True,5455,0
76561198093266099,246620,True,5455,2
76561198093266099,440,True,5455,1
76561198046833211,730,True,5456,1
76561198022404680,24740,True,5457,1
76561198022404680,99810,True,5457,2
76561198022404680,233130,True,5457,2
76561198022404680,9200,True,5457,0
76561198051289283,218230,True,5458,1
ItzABitRisky,730,True,5459,1
MR-mine-addiction,230410,True,5460,1
netherjack1,730,True,5461,2
johntheasian,440,True,5462,0
dzakuan,730,True,5463,0
dzakuan,290650,False,5463,0
dzakuan,238300,True,5463,2
dzakuan,307340,True,5463,2
dzakuan,440,True,5463,2
dzakuan,47790,False,5463,0
dzakuan,247293,True,5463,2
dzakuan,263680,True,5463,2
dzakuan,222880,True,5463,1
dzakuan,218620,True,5463,1
18481,339350,True,5464,2
18481,346900,True,5464,1
76561198110083383,295110,True,5465,1
76561198110083383,319510,True,5465,2
76561198116548792,49520,True,5466,2
76561198116548792,417860,True,5466,1
76561198116548792,730,False,5466,0
76561198116548792,440,True,5466,2
JokersLounge_,333930,True,5467,1
JokersLounge_,730,True,5467,1
76561198057637896,261180,True,5468,1
76561198011740444,240760,True,5469,2
76561198011740444,255710,True,5469,1
Joneza,221100,True,5470,1
jonno83900,301520,True,5471,2
76561198032898039,9420,True,5472,1
76561198032898039,322500,True,5472,2
76561198032898039,94400,True,5472,2
jordantheranga,218620,True,5473,1
76561198078112264,4000,True,5474,1
76561198080644400,440,True,5475,1
76561198042151503,8600,True,5476,1
76561198042151503,236390,False,5476,1
76561198042151503,227300,True,5476,1
76561198042151503,273840,True,5476,1
76561198042151503,22380,True,5476,1
76561198042151503,35450,True,5476,1
350241,570,True,5477,1
76561198044458846,218620,False,5478,1
SuspiciousPackage,7670,True,5479,2
SuspiciousPackage,44340,False,5479,1
76561198068647964,730,True,5480,0
mistersicklad483759,221100,True,5481,1
mistersicklad483759,4000,True,5481,1
joshfeb06,363890,True,5482,2
76561198049333966,221100,True,5483,1
76561198049333966,261030,True,5483,2
Joshua12345195,322170,True,5484,1
Joshua12345195,383980,True,5484,2
Joshua12345195,570,False,5484,1
Joshua12345195,269270,True,5484,2
Joshua12345195,239350,True,5484,2
Joshua12345195,221640,True,5484,0
Joshycraft,250900,True,5485,1
Joshycraft,282350,True,5485,2
Joshycraft,271590,True,5485,0
Joshycraft,330840,True,5485,0
Joshycraft,208650,True,5485,1
Joshycraft,8870,True,5485,1
joeshoer,730,True,5486,1
76561198009674974,244850,True,5487,2
76561198044736260,239030,True,5488,2
JrRocket000,204450,True,5489,1
JrRocket000,8930,True,5489,1
JsaKim,63710,True,5490,2
JsaKim,207230,False,5490,1
76561198064975700,330830,True,5491,2
76561198064975700,570,True,5491,2
76561198064975700,4000,True,5491,2
76561198064975700,201790,True,5491,1
76561198064975700,440,True,5491,2
jswins,233450,True,5492,2
RichmondDaGamer,236110,True,5493,1
H4unted_P3n,440,True,5494,1
diegoenoisfunksumare,314300,False,5495,0
diegoenoisfunksumare,48700,True,5495,1
diegoenoisfunksumare,409590,True,5495,1
diegoenoisfunksumare,360960,True,5495,1
diegoenoisfunksumare,329950,True,5495,1
diegoenoisfunksumare,409160,True,5495,1
diegoenoisfunksumare,263360,True,5495,1
diegoenoisfunksumare,252630,True,5495,1
76561198078765185,271290,True,5496,2
76561198078765185,243870,True,5496,1
76561198078765185,4000,True,5496,1
rfgrgdrgrg,239140,False,5497,1
76561198035588684,322070,True,5498,0
76561198035588684,4000,True,5498,1
76561198035588684,92000,False,5498,1
76561198035588684,238430,True,5498,1
76561198035588684,63380,True,5498,0
76561198035588684,274190,True,5498,1
76561198084382139,424280,True,5499,1
76561198084382139,72850,True,5499,1
76561198084382139,274190,True,5499,1
76561198084382139,242860,True,5499,1
76561198084382139,218230,True,5499,1
76561198084382139,48700,True,5499,1
julianpkp,8930,True,5500,2
76561198061795146,440,True,5501,2
Lenny_Boy,200900,True,5502,2
76561198032916644,203140,True,5503,2
76561198032916644,550,True,5503,1
76561198085567114,319510,True,5504,1
76561198085567114,4000,True,5504,2
justgamingXD,72850,True,5505,2
justgamingXD,4000,True,5505,1
Justmatel,201210,True,5506,2
Justmatel,218230,True,5506,2
Justmatel,227700,True,5506,1
Justmatel,263440,True,5506,1
Justmatel,570,True,5506,2
Justmatel,393380,True,5506,0
reszluigii,221100,False,5507,1
reszluigii,570,False,5507,0
reszluigii,20920,True,5507,1
wiinga,298110,False,5508,1
wiinga,208650,True,5508,1
wiinga,337070,True,5508,2
wiinga,271590,False,5508,1
wiinga,241930,True,5508,1
wiinga,203160,True,5508,1
wiinga,8870,True,5508,1
Juzzyx,261570,True,5509,1
superkingofthings,245760,False,5510,1
superkingofthings,213120,True,5510,1
superkingofthings,258160,True,5510,0
superkingofthings,315340,False,5510,1
superkingofthings,248310,False,5510,1
superkingofthings,391540,True,5510,1
superkingofthings,219150,True,5510,1
superkingofthings,224820,True,5510,0
76561198300678402,346010,True,5511,2
76561198095547867,730,True,5512,1
Jyva,301520,True,5513,1
Jyva,440,True,5513,2
K3nchi,238960,True,5514,2
76561198093301565,226700,False,5515,1
76561198093301565,6060,True,5515,2
76561198093301565,24240,True,5515,2
76561198093301565,72850,True,5515,1
DepressingMemes,299740,True,5516,1
DepressingMemes,304930,True,5516,1
DepressingMemes,295110,True,5516,1
DepressingMemes,275850,True,5516,1
DepressingMemes,221100,True,5516,1
DepressingMemes,226700,True,5516,1
DepressingMemes,341800,True,5516,1
76561198088661531,221100,True,5517,2
76561198088661531,219640,True,5517,0
76561198088661531,353360,True,5517,1
76561198088661531,233720,True,5517,1
76561198101162214,227940,True,5518,1
kage1996,570,True,5519,2
kage1996,245550,True,5519,2
76561198054143602,236390,True,5520,0
-kainey9777,730,True,5521,2
Kairooss,730,True,5522,2
kaizan12,289930,True,5523,1
kaizan12,304730,True,5523,1
kaizan12,310470,True,5523,1
kaizan12,265870,False,5523,0
kaizan12,242920,True,5523,1
76561198095405817,12120,True,5524,1
DarkSpire17,39000,True,5525,1
DarkSpire17,400,True,5525,2
kerbex,292030,True,5526,1
kerbex,211420,True,5526,1
76561198070148616,275850,False,5527,1
76561198105110458,4000,True,5528,2
76561198105110458,230410,True,5528,2
76561198105110458,730,True,5528,2
76561198077663677,72850,True,5529,1
76561198077663677,1840,True,5529,1
76561198077663677,304930,True,5529,1
threashold,22000,True,5530,2
threashold,304670,True,5530,2
threashold,34900,False,5530,1
76561198010829979,236370,True,5531,1
76561198019293015,252490,True,5532,2
76561198019293015,17080,True,5532,2
76561198019293015,10680,True,5532,2
76561198019293015,97100,True,5532,1
76561198019293015,56400,True,5532,2
kapoweazel,315430,True,5533,1
kapoweazel,200230,False,5533,1
kapoweazel,225080,True,5533,2
kapoweazel,221640,True,5533,0
kapoweazel,730,True,5533,2
imapiraet,252490,True,5534,1
imapiraet,4560,True,5534,1
imapiraet,72850,True,5534,2
imapiraet,6060,True,5534,1
76561198094663718,219740,True,5535,0
76561198094663718,242860,True,5535,1
76561198094663718,4000,True,5535,2
76561198094663718,245620,True,5535,1
76561198094663718,252490,True,5535,1
76561198094663718,200510,True,5535,1
76561198094663718,227940,True,5535,1
76561198094663718,10500,True,5535,1
76561198094663718,209080,True,5535,2
76561198094663718,440,True,5535,2
76561198078712087,304930,True,5536,1
76561198078712087,222730,True,5536,1
76561198078712087,240,True,5536,1
76561198078712087,222980,True,5536,1
76561198078712087,230410,True,5536,1
tacticalinjustice,8930,True,5537,1
elsteffe,417860,True,5538,2
karistonswrath,277430,False,5539,1
karistonswrath,418340,False,5539,1
karistonswrath,346110,True,5539,2
karistonswrath,253430,False,5539,1
76561198075597491,246620,True,5540,1
76561198075597491,223470,True,5540,1
76561198075597491,346330,False,5540,1
YungEnv,730,True,5541,1
YungEnv,440,True,5541,1
76561197995284337,273110,True,5542,0
9683n,107410,True,5543,1
9683n,271590,True,5543,2
GraytheCat,1250,True,5544,2
GraytheCat,304930,True,5544,1
GraytheCat,301520,True,5544,1
GraytheCat,224600,True,5544,1
GraytheCat,230410,True,5544,2
GraytheCat,1840,True,5544,1
katacaz,212800,True,5545,1
76561198086791425,253430,True,5546,1
imloko_,230410,True,5547,1
KatieLiz,408120,False,5548,1
76561198088892521,730,True,5549,1
76561198088892521,730,True,5550,1
KattykitTheKittyKat,4000,True,5551,1
KattykitTheKittyKat,440,True,5551,1
KattykitTheKittyKat,58610,False,5551,1
KattykitTheKittyKat,12900,True,5551,1
KattykitTheKittyKat,24240,True,5551,1
KattykitTheKittyKat,218620,True,5551,1
KattykitTheKittyKat,249130,True,5551,2
KattykitTheKittyKat,31280,True,5551,1
Ayrtanium100,49520,True,5552,2
Newkj1,303390,False,5553,1
Newkj1,441600,True,5553,1
Newkj1,295110,False,5553,0
KayKay113,437220,True,5554,2
76561198044882796,375820,True,5555,1
76561198117313704,730,True,5556,0
Kazuksta,730,True,5557,1
kcharding,212070,True,5558,2
kcharding,204360,True,5558,0
kcharding,304050,True,5558,1
kcharding,110400,True,5558,2
kcharding,104900,True,5558,2
76561197996569986,239820,True,5559,2
keaun,304930,True,5560,1
keaun,221100,False,5560,1
keeaan,317360,True,5561,1
keeaan,440,True,5561,0
keeaan,730,True,5561,1
keane_ck,57690,True,5562,1
keane_ck,440,True,5562,1
76561197984211461,211420,True,5563,0
76561197984211461,238960,True,5563,1
76561198081144680,313160,True,5564,1
kyodaimuhnigga,236390,True,5565,1
XxPuffcronicxX,20900,True,5566,2
XxPuffcronicxX,22300,True,5566,2
XxPuffcronicxX,241540,True,5566,0
XxPuffcronicxX,218620,True,5566,2
XxPuffcronicxX,233130,True,5566,1
XxPuffcronicxX,333930,True,5566,0
ImmortalDragon,7940,True,5567,1
ImmortalDragon,730,True,5567,0
ImmortalDragon,252950,True,5567,1
ImmortalDragon,70000,True,5567,2
ImmortalDragon,236090,True,5567,0
ImmortalDragon,38720,False,5567,0
ImmortalDragon,570,True,5567,1
76561198057368586,730,True,5568,1
c3rtaind3ath,8930,True,5569,2
76561198118209352,620,True,5570,1
76561198033134963,248310,True,5571,1
76561198033134963,323470,True,5571,1
76561198133788871,206500,True,5572,2
76561198133788871,200210,True,5572,2
76561198071235919,42680,True,5573,1
lolyoutactical,333930,True,5574,2
kennychan222,225840,True,5575,1
76561197993077385,232790,True,5576,2
keoul,305620,True,5577,2
keoul,244850,True,5577,1
keoul,211820,True,5577,1
Kermit_Suicide,315460,True,5578,1
Kermit_Suicide,248610,True,5578,1
Kermit_Suicide,304930,True,5578,2
Kermit_Suicide,730,True,5578,0
76561198078242573,230410,True,5579,1
76561198090575770,107410,True,5580,0
cazza8360,730,True,5581,2
cazza8360,219640,True,5581,2
cazza8360,550,True,5581,2
76561198092339855,382780,True,5582,2
76561198092339855,319630,True,5582,1
76561198092339855,49520,True,5582,1
76561198073916938,730,True,5583,1
76561198073916938,6060,True,5583,1
76561198073916938,496920,True,5583,1
76561198073916938,220200,True,5583,1
76561198073916938,277430,True,5583,1
76561198073916938,379720,True,5583,1
76561198073916938,235460,True,5583,1
76561198073916938,244850,True,5583,2
Keyblitz,232810,False,5584,1
Keyblitz,391570,True,5584,2
Keyezr77,295110,False,5585,0
kfloppy,245130,True,5586,2
kfloppy,218620,True,5586,2
76561198031106842,4000,True,5587,0
appalot,250900,True,5588,1
appalot,265930,True,5588,1
kiado2,232090,True,5589,1
jet14,477160,True,5590,1
jet14,427950,True,5590,1
jet14,334210,True,5590,1
jet14,434620,True,5590,1
jet14,431560,True,5590,1
jet14,55230,True,5590,1
jet14,398070,True,5590,1
ottonot,274190,True,5591,1
minecraft_th,107410,True,5592,1
100101011111000011111111,209080,True,5593,1
100101011111000011111111,271590,True,5593,2
100101011111000011111111,213670,True,5593,1
100101011111000011111111,730,True,5593,1
Killaruana,391460,True,5594,1
KillaPotatoz,236390,True,5595,2
That_AJ_Kid,266510,True,5596,1
76561198045484030,405820,True,5597,0
76561198045484030,620,True,5597,1
76561198030867972,227680,False,5598,1
76561198012546232,300380,True,5599,1
Killer_Awesome_Phantom,355180,False,5600,0
Killer_Awesome_Phantom,359550,False,5600,1
technique1989,218620,False,5601,1
technique1989,271590,False,5601,1
technique1989,377160,True,5601,1
technique1989,275850,True,5601,1
technique1989,434020,True,5601,0
Brain_muncher,440,True,5602,2
Brain_muncher,208090,True,5602,1
supremelordpie,245170,True,5603,1
76561198066651573,301520,True,5604,1
76561198066651573,550,True,5604,2
76561198066651573,570,True,5604,2
76561198065491382,252490,True,5605,1
76561198081168628,730,True,5606,2
kineticvine,304930,True,5607,2
kineticvine,620,True,5607,1
kineticvine,730,True,5607,1
kineticvine,1250,True,5607,2
76561198080605900,224760,True,5608,1
76561198036510673,208580,True,5609,2
GetSchwiftyInHere,200260,True,5610,1
GetSchwiftyInHere,206420,True,5610,2
GetSchwiftyInHere,374570,True,5610,2
76561198004448633,338310,True,5611,1
KingofGoats,221100,True,5612,1
76561198024507582,394360,True,5613,1
Emarques,4000,True,5614,1
76561197978703788,730,True,5615,1
HackingPro1,385530,True,5616,1
HackingPro1,1840,False,5616,1
HackingPro1,4000,True,5616,1
76561198059657508,219640,True,5617,2
KingCookie1228,248820,True,5618,1
KingCookie1228,213650,True,5618,1
KingCookie1228,96100,True,5618,1
KingCookie1228,8930,True,5618,2
KingFluffyButt,440,True,5619,1
KingFluffyButt,105600,True,5619,1
76561198090488278,239820,True,5620,2
76561198090488278,8870,True,5620,2
76561198090488278,275200,True,5620,1
76561198090488278,220240,True,5620,0
76561198228934824,352460,True,5621,1
76561198097073485,427270,True,5622,1
76561198100384350,239220,True,5623,1
KingXRay,299360,False,5624,1
KingXRay,243870,False,5624,1
KingXRay,274940,True,5624,1
kirbysmashed,72850,False,5625,1
Rafael011,213670,True,5626,1
76561198081300684,211820,True,5627,2
76561198060355872,42910,True,5628,1
76561198060355872,219740,True,5628,1
76561198060355872,257850,True,5628,1
76561198004245030,318020,False,5629,0
76561198034215738,218620,False,5630,1
EphisXD,570,True,5631,1
kisss256,252070,True,5632,1
kitchenappliancewow,239030,True,5633,1
kitchenappliancewow,322330,True,5633,1
kitchenappliancewow,413150,True,5633,1
kittenwithmittens,287290,False,5634,2
76561198068660878,301520,True,5635,2
76561198068660878,620,True,5635,1
76561198068660878,212680,True,5635,1
76561198068660878,218230,True,5635,1
76561198065171294,4000,True,5636,1
76561198068160202,440,True,5637,1
coronelcross,312990,True,5638,2
76561198051831438,336520,False,5639,0
76561198051831438,306130,True,5639,2
76561198051831438,113420,False,5639,1
76561198051831438,263540,True,5639,1
76561198051831438,252490,True,5639,1
76561198005477736,378649,True,5640,2
76561198005477736,237990,True,5640,1
76561198005477736,240760,True,5640,2
76561198005477736,241930,True,5640,1
76561198005477736,204100,True,5640,2
Kizu-kun,104900,True,5641,2
putt13,319630,True,5642,1
76561198118867934,730,True,5643,1
KleppS,440,True,5644,1
KleppS,570,True,5644,1
CptFake,230410,True,5645,1
seedy1,228380,True,5646,2
soupstore,319630,True,5647,1
soupstore,216250,True,5647,2
soupstore,42000,False,5647,0
soupstore,4000,True,5647,2
76561198089652308,105600,True,5648,1
76561198060941201,72850,True,5649,2
739567275,91310,True,5650,2
739567275,70000,True,5650,2
greenienoav,322170,True,5651,1
greenienoav,265930,True,5651,0
greenienoav,376870,True,5651,2
76561198071464612,206420,True,5652,1
76561198039902992,265630,True,5653,1
kokoprogamer,440,True,5654,1
76561198075267655,216150,True,5655,1
gongpha,1840,True,5656,2
gongpha,344040,True,5656,1
gongpha,214850,True,5656,1
gongpha,440,True,5656,1
76561198020285970,223100,True,5657,1
76561198020285970,351570,True,5657,1
namkhing22,1250,True,5658,1
namkhing22,236390,True,5658,2
12125,223710,True,5659,0
12125,224260,True,5659,0
Austisticfuck,239820,True,5660,1
TheKooke,440,True,5661,1
76561198082225973,323370,True,5662,2
76561198082225973,203160,True,5662,1
76561198082225973,252950,True,5662,2
kooriman1997,24200,True,5663,2
76561198100835850,730,True,5664,1
76561198055055523,4000,True,5665,2
76561198055055523,730,True,5665,2
76561198055055523,49520,True,5665,2
76561198100835850,730,True,5666,1
76561198055055523,4000,True,5667,2
76561198055055523,730,True,5667,2
76561198055055523,49520,True,5667,2
BuzzyWuzzy,446020,True,5668,2
BuzzyWuzzy,48700,True,5668,1
BuzzyWuzzy,253710,False,5668,0
BuzzyWuzzy,107410,True,5668,1
BuzzyWuzzy,221100,False,5668,1
BuzzyWuzzy,295110,False,5668,1
BuzzyWuzzy,344760,True,5668,1
BuzzyWuzzy,377160,True,5668,2
BuzzyWuzzy,4000,True,5668,1
SzechuanB,218620,False,5669,1
leninjab,730,True,5670,1
leninjab,252490,True,5670,1
kozeyekan,200510,True,5671,2
KKruger,4000,True,5672,2
kr0akey,200210,False,5673,1
kr0akey,440,True,5673,2
krogdog,45300,True,5674,1
krogdog,4500,True,5674,2
krogdog,43110,True,5674,2
krogdog,8190,True,5674,1
krogdog,17470,True,5674,1
krogdog,47700,True,5674,1
krogdog,50510,True,5674,1
krogdog,10680,True,5674,1
krogdog,1250,True,5674,2
krogdog,31220,True,5674,2
KrazyAl,221380,True,5675,1
76561197998873955,437080,True,5676,2
76561197998873955,337000,True,5676,2
